id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,latitude,longitude,address
WMGH-dhD8626mHro4HY0jw,magnolias-on-king-alexandria,Magnolia's On King,https://s3-media2.fl.yelpcdn.com/bphoto/K1JRUu0sbJApOMhyu7H-iA/o.jpg,FALSE,https://www.yelp.com/biz/magnolias-on-king-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,248,"southern, lounges, cocktailbars, Southern, Lounges, Cocktail Bars",4,"pickup, delivery",$$,+17038389090,(703) 838-9090,4665.988476282497,38.805231,-77.047228,"703 King St, Alexandria, VA 22314"
Ug1Xhn8WklfIM5sVhReVZw,fontaine-alexandria,Fontaine,https://s3-media3.fl.yelpcdn.com/bphoto/n1SuWYzSY8mokpy05Ihrcw/o.jpg,FALSE,https://www.yelp.com/biz/fontaine-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,538,"creperies, french, breakfast_brunch, Creperies, French, Breakfast & Brunch",4,,$$,+17035358151,(703) 535-8151,4916.9206123476715,38.80405,-77.04388,"119 S Royal St, Alexandria, VA 22314"
NEy0bAPl-u8JkM-P9BgErQ,burtons-grill-and-bar-of-alexandria-alexandria,Burtons Grill & Bar of Alexandria,https://s3-media3.fl.yelpcdn.com/bphoto/2SxBo7iUk0FkeCZV7kk_9Q/o.jpg,FALSE,https://www.yelp.com/biz/burtons-grill-and-bar-of-alexandria-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,415,"newamerican, seafood, gluten_free, American (New), Seafood, Gluten-Free",4,restaurant_reservation,$$,+17039221730,(703) 922-1730,8127.9560062394185,38.7426091532089,-77.1628199145198,"6452A Old Beulah Street, Alexandria, VA 22315"
LQ2v5faVyH0X0NNyibtllw,smoking-kow-bbq-alexandria-2,Smoking Kow BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/rPl76ANV5Y7MdiqghKYQ2A/o.jpg,FALSE,https://www.yelp.com/biz/smoking-kow-bbq-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,152,"bbq, Barbeque",4.5,"pickup, delivery",$$,+17038882649,(703) 888-2649,1682.7969386240866,38.807972742083,-77.0868041790237,"3250 Duke St, Alexandria, VA 22314"
q7VufQMmkJC6tyB3VMML0g,mammas-kitchen-alexandria,Mamma's Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/IXrdfUzsrGX9vDPoKJQ7Pw/o.jpg,FALSE,https://www.yelp.com/biz/mammas-kitchen-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,241,"italian, greek, Italian, Greek",4,,$$,+15713126690,(571) 312-6690,5192.793299903307,38.7518043518066,-77.0841903686523,"7601 Fordson Rd, Alexandria, VA 22306"
09_hd7gqcjLxE1qwcTm4nA,fat-city-kitchen-alexandria,Fat City Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/zIPZjxoaAVxCSXD6JaR0Hw/o.jpg,FALSE,https://www.yelp.com/biz/fat-city-kitchen-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,367,"wine_bars, beerbar, pizza, Wine Bars, Beer Bar, Pizza",4,,$$,+17036859172,(703) 685-9172,2406.4562901699096,38.8079342495849,-77.1238524466753,"330 S Pickett St, Trade Center Shopping Center, Alexandria, VA 22304"
u-amlodaLALeHRlmc4x6nA,virtue-feed-and-grain-alexandria,Virtue Feed & Grain,https://s3-media4.fl.yelpcdn.com/bphoto/1PVO1DlEL48IrlDdz_qapw/o.jpg,FALSE,https://www.yelp.com/biz/virtue-feed-and-grain-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,1584,"bars, tradamerican, venues, Bars, American (Traditional), Venues & Event Spaces",3.5,"pickup, delivery",$$,+15719703669,(571) 970-3669,5250.102267011588,38.80383,-77.0402299,"106 S Union St, Alexandria, VA 22314"
zczqqucpJtJz0x4NysqSaA,chadwicks-alexandria,Chadwicks,https://s3-media1.fl.yelpcdn.com/bphoto/Loks3FeOT6djZxaRuW5rjw/o.jpg,FALSE,https://www.yelp.com/biz/chadwicks-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,563,"tradamerican, bars, American (Traditional), Bars",4,"pickup, delivery",$$,+17038364442,(703) 836-4442,5244.844203311694,38.80273,-77.04002,"203 The Strand, Alexandria, VA 22314"
ERZivWGZ2xsv6hkE4xXrpQ,sea-boil-crab-house-alexandria-2,Sea Boil Crab House,https://s3-media4.fl.yelpcdn.com/bphoto/1aNua6RiWEJuMyBkTak8zw/o.jpg,FALSE,https://www.yelp.com/biz/sea-boil-crab-house-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,42,"seafood, cocktailbars, Seafood, Cocktail Bars",4,,NA,+15717775655,(571) 777-5655,4533.709082372888,38.7583759892841,-77.0827260712344,"7305 Richmond Hwy, Alexandria, VA 22306"
NT4nR2QqfdcgYPtSf2vD0w,sweet-fire-donnas-alexandria,Sweet Fire Donna's,https://s3-media1.fl.yelpcdn.com/bphoto/iZ7Np2AKntNq_w4h2SI5vg/o.jpg,FALSE,https://www.yelp.com/biz/sweet-fire-donnas-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,620,"bbq, newamerican, salad, Barbeque, American (New), Salad",4,pickup,$$,+15713127960,(571) 312-7960,3378.1010036291805,38.802065,-77.061585,"510 John Carlyle St, Alexandria, VA 22314"
wbon6gO3oIj1iIS5DLVCkw,don-taco-alexandria,Don Taco,https://s3-media2.fl.yelpcdn.com/bphoto/LCSgE8KYbbqTd3ajzMjqwg/o.jpg,FALSE,https://www.yelp.com/biz/don-taco-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,817,"mexican, gluten_free, cocktailbars, Mexican, Gluten-Free, Cocktail Bars",4,"pickup, delivery",$$,+17035188800,(703) 518-8800,4552.090268849541,38.8050346374512,-77.0485076904297,"808 King St, Alexandria, VA 22314"
pUN_E85fRql6H_9uPzE6HA,vasos-mediterranean-bistro-alexandria,Vaso's Mediterranean Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/pn02oBOEN4wDF12vYyQvLw/o.jpg,FALSE,https://www.yelp.com/biz/vasos-mediterranean-bistro-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,341,"mediterranean, greek, italian, Mediterranean, Greek, Italian",4.5,,$$,+17035662720,(703) 566-2720,4256.637593948539,38.805674,-77.052189,"1118 King St, Alexandria, VA 22314"
LwCHr4TEKDIi6xDFmyic1Q,yunnan-by-potomac-alexandria-2,Yunnan by Potomac,https://s3-media2.fl.yelpcdn.com/bphoto/g-EWNQrw4YvzpUVLkBJWdw/o.jpg,FALSE,https://www.yelp.com/biz/yunnan-by-potomac-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,13,"chinese, noodles, Chinese, Noodles",5,,NA,+15716993935,(571) 699-3935,5420.397242781696,38.81287,-77.04087,"814 N Fairfax St, Alexandria, VA 22314"
0VuICpMMCjY4brvaqnXpPQ,catch-on-the-ave-alexandria-2,Catch on the Ave,https://s3-media2.fl.yelpcdn.com/bphoto/zp7DtGMyL2AhrEuGg3xc4Q/o.jpg,FALSE,https://www.yelp.com/biz/catch-on-the-ave-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,36,"seafood, Seafood",4,,NA,+17035661283,(703) 566-1283,4939.054551957338,38.82752,-77.05874,"2419 Mount Vernon Ave, Alexandria, VA 22301"
VVEZ3fYbe0W4Td0Q2WCoJg,succotash-national-harbor-oxon-hill-2,SUCCOTASH National Harbor,https://s3-media2.fl.yelpcdn.com/bphoto/BQkr7PdKjMvmC17wmTRsEg/o.jpg,FALSE,https://www.yelp.com/biz/succotash-national-harbor-oxon-hill-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,1153,"southern, tradamerican, breakfast_brunch, Southern, American (Traditional), Breakfast & Brunch",4,"pickup, delivery",$$,+13015678900,(301) 567-8900,7331.231627576212,38.783478,-77.0171647288361,"186 Waterfront St, Oxon Hill, MD 20745"
CthATbN2gz0nIEUYua7MUQ,hanks-oyster-bar-alexandria-3,Hank's Oyster Bar,https://s3-media3.fl.yelpcdn.com/bphoto/7kh3lE5VafYP1WAHRBkJLg/o.jpg,FALSE,https://www.yelp.com/biz/hanks-oyster-bar-alexandria-3?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,1100,"seafood, bars, Seafood, Bars",4,,$$,+17037394265,(703) 739-4265,4337.3031105482105,38.8054689,-77.0511511,"1026 King St, Alexandria, VA 22314"
ZiCFiJr0cZQXh_7NIKV53A,urbano-116-alexandria,Urbano 116,https://s3-media1.fl.yelpcdn.com/bphoto/VzhxT8BJlGmdWqoaj9B8YQ/o.jpg,FALSE,https://www.yelp.com/biz/urbano-116-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,88,"mexican, Mexican",4,,$$,+15719705148,(571) 970-5148,5182.545101008235,38.80419,-77.04094,"116 King St, Alexandria, VA 22314"
5NsYNEt9RPdkD-BKpJSrJA,rus-uz-alexandria-alexandria-2,Rus Uz - Alexandria,https://s3-media4.fl.yelpcdn.com/bphoto/ws65EuS0GsBbdSTvO7fnxA/o.jpg,FALSE,https://www.yelp.com/biz/rus-uz-alexandria-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,24,"russian, uzbek, Russian, Uzbek",4.5,,NA,+17035677020,(703) 567-7020,2592.3606372555396,38.80204,-77.07083,"210 Swamp Fox Rd, Alexandria, VA 22314"
CTl1LgjVqXaADGmBToI6Dg,bread-and-water-company-alexandria-alexandria,Bread & Water Company- Alexandria,https://s3-media1.fl.yelpcdn.com/bphoto/gnFnrQvOjXo87WxIbwpLKQ/o.jpg,FALSE,https://www.yelp.com/biz/bread-and-water-company-alexandria-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,211,"bakeries, cafes, breakfast_brunch, Bakeries, Cafes, Breakfast & Brunch",4,,$$,+17037680100,(703) 768-0100,4230.68771752735,38.775787,-77.059353,"1512 Belle View Blvd, Alexandria, VA 22307"
9suT1dE0IGhDkfGHObNpYA,balkan-grill-alexandria-2,Balkan Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Kte_ihVu_zoILMBl6MMIuA/o.jpg,FALSE,https://www.yelp.com/biz/balkan-grill-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,214,"mediterranean, Mediterranean",4.5,,$,+17033293303,(703) 329-3303,2134.363984605383,38.790019245135,-77.076982039872,"5902 A N Kings Hwy, Alexandria, VA 22303"
dX1iPaNw_IOcBhWtQTT1Cg,van-dorn-diner-alexandria-5,Van Dorn Diner,https://s3-media4.fl.yelpcdn.com/bphoto/Q2vw9GNZ4thHvKIej7sImQ/o.jpg,FALSE,https://www.yelp.com/biz/van-dorn-diner-alexandria-5?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,118,"diners, Diners",4,,$,+17035662866,(703) 566-2866,3301.640383200147,38.81073,-77.1335,"281 S Van Dorn St, Alexandria, VA 22304"
avHzmFsepOW64xM9l9IWXw,fratelli-alexandria-2,Fratelli ,https://s3-media4.fl.yelpcdn.com/bphoto/MW_Nm5nELHaz5eK6QH4uxw/o.jpg,FALSE,https://www.yelp.com/biz/fratelli-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,323,"italian, Italian",4.5,,$$,+17032129122,(703) 212-9122,3124.1339187140643,38.808784,-77.1326374,"410 S Van Dorn St, Alexandria, VA 22304"
3yPzSXFHUbMrf9JBxmI1wA,the-executive-diner-alexandria,The Executive Diner,https://s3-media2.fl.yelpcdn.com/bphoto/qMGuiyikbdehdP4UPeD0iA/o.jpg,FALSE,https://www.yelp.com/biz/the-executive-diner-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,98,"diners, breakfast_brunch, tradamerican, Diners, Breakfast & Brunch, American (Traditional)",4,,$$,+17032990894,(703) 299-0894,3928.1661946621666,38.8035616226582,-77.055483703746,"1400 Duke St, Alexandria, VA 22314"
pcnkdv2fLLBmw6rDGUBmaQ,myron-mixons-pitmaster-barbecue-alexandria,Myron Mixon's Pitmaster Barbecue,https://s3-media3.fl.yelpcdn.com/bphoto/AaSrUsDuRXcYQeZ0Xb61Og/o.jpg,FALSE,https://www.yelp.com/biz/myron-mixons-pitmaster-barbecue-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,706,"bbq, breakfast_brunch, Barbeque, Breakfast & Brunch",4,,$$,+17035353340,(703) 535-3340,5204.426443724372,38.80631,-77.04116,"220 N Lee St, Alexandria, VA 22314"
ndH33yg0vX_pdQRWMEoyEg,killer-esp-alexandria-5,Killer ESP,https://s3-media4.fl.yelpcdn.com/bphoto/7a6PIbISyQoTgohNl-XCiQ/o.jpg,FALSE,https://www.yelp.com/biz/killer-esp-alexandria-5?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,752,"desserts, coffee, cafes, Desserts, Coffee & Tea, Cafes",4.5,"pickup, delivery",$,+17032003200,(703) 200-3200,4356.140797382439,38.80533,-77.05091,"1012 King St, Alexandria, VA 22314"
ZOqStAOrttI8hdQc_LRmtg,brabo-alexandria,Brabo,https://s3-media2.fl.yelpcdn.com/bphoto/dMzIsHclPEOnxADdpZRmOQ/o.jpg,FALSE,https://www.yelp.com/biz/brabo-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,484,"newamerican, french, bars, American (New), French, Bars",4,,$$$,+17038943440,(703) 894-3440,3873.4251663669033,38.80599,-77.05683,"1600 King St, Alexandria, VA 22314"
d4VcQwRyXppE6p8YN-ARVg,kiwi-pie-shop-alexandria,Kiwi Pie Shop,https://s3-media2.fl.yelpcdn.com/bphoto/Cm0AvBabxqN57WosBqGURA/o.jpg,FALSE,https://www.yelp.com/biz/kiwi-pie-shop-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,18,"gourmet, desserts, comfortfood, Specialty Food, Desserts, Comfort Food",4.5,"pickup, delivery",NA,+17039884800,(703) 988-4800,1262.1470649490584,38.803948,-77.11137,"4548 Eisenhower Ave, Alexandria, VA 22304"
-fZ_-5koplvoYPLegzeXQw,vermilion-alexandria,Vermilion,https://s3-media1.fl.yelpcdn.com/bphoto/03jziXv1hqj8B5NM_6TJpw/o.jpg,FALSE,https://www.yelp.com/biz/vermilion-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,784,"newamerican, lounges, desserts, American (New), Lounges, Desserts",4,,$$$,+17036849669,(703) 684-9669,4247.376900710264,38.80563,-77.05225,"1120 King St, Alexandria, VA 22314"
XlPNlyqXHBzeKCxr_1-g4A,namaste-alexandria-2,Namaste,https://s3-media2.fl.yelpcdn.com/bphoto/ry3LLl_PhCBjGZbdiWzBkQ/o.jpg,FALSE,https://www.yelp.com/biz/namaste-alexandria-2?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,425,"indpak, himalayan, Indian, Himalayan/Nepalese",4.5,"pickup, delivery",$$,+17038220408,(703) 822-0408,2408.1060060143445,38.783901754942,-77.1222500026906,"6138 Rose Hill Dr, Alexandria, VA 22310"
8_Aw3N_X8BzcIqvGr0rOdg,la-mexicana-bakery-and-taqueria-alexandria,La Mexicana Bakery & Taqueria,https://s3-media2.fl.yelpcdn.com/bphoto/FsXJzt_TRR1OlIAB1SHhZQ/o.jpg,FALSE,https://www.yelp.com/biz/la-mexicana-bakery-and-taqueria-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,475,"mexican, bakeries, desserts, Mexican, Bakeries, Desserts",4.5,,$,+17037170807,(703) 717-0807,5009.467156880034,38.7541220368631,-77.0817233505369,"2907 Arlington Dr, Alexandria, VA 22306"
xxqCs6hSxjvOwVtxRJGu6A,hawwi-ethiopian-restaurant-alexandria,Hawwi Ethiopian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/pH3QYmMi1sSKQrrMWhzcbw/o.jpg,FALSE,https://www.yelp.com/biz/hawwi-ethiopian-restaurant-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,456,"ethiopian, Ethiopian",4.5,"restaurant_reservation, pickup, delivery",$$,+17037179740,(703) 717-9740,4358.526823931982,38.8080168901565,-77.0517729044624,"1125 Queen St, Alexandria, VA 22314"
kLxG9pA3_QoX_5wsVCvN7g,delias-mediterranean-grill-and-brick-oven-pizza-alexandria-3,Delia's Mediterranean Grill & Brick Oven Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/e7CSBbf5h0kPrQKNPor29Q/o.jpg,FALSE,https://www.yelp.com/biz/delias-mediterranean-grill-and-brick-oven-pizza-alexandria-3?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,475,"mediterranean, pizza, bars, Mediterranean, Pizza, Bars",4,delivery,$$,+17033290006,(703) 329-0006,2561.12169232832,38.802263785947,-77.071260709615,"209 Swamp Fox Rd, Alexandria, VA 22314"
hl3ZWyjN93QPc9kRooSh1w,table-talk-restaurant-alexandria,Table Talk Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/Z-j26Fl0h3hgGgS4u0hCdg/o.jpg,FALSE,https://www.yelp.com/biz/table-talk-restaurant-alexandria?adjust_creative=lVsMAinOR6vrk-ZNdWumhw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lVsMAinOR6vrk-ZNdWumhw,397,"tradamerican, American (Traditional)",3.5,,$,+17035483989,(703) 548-3989,3612.3335165111803,38.80449,-77.0593899,"1623 Duke St, Alexandria, VA 22314"
